ASIN,Locale,Image,Title,Bought in past month,Buy Box: Current,Amazon: Current,Buy Box: 90 days avg.,Buy Box: 90 days drop %,New Offer Count: Current,Sales Rank: 90 days avg.,Sales Rank: 90 days drop %,Sales Rank: Drops last 90 days,Sales Rank: Reference,Sales Rank: Display Group,Sales Rank: Subcategory Sales Ranks,Sales Rank: Current,90 days change % monthly sold,Return Rate,Reviews: Rating,Reviews: Rating Count,Reviews: Rating Count - 90 days drop %,Reviews: Review Count - Format Specific,Last Price Change,Buy Box: Stock,Buy Box: 90 days OOS,Buy Box: Buy Box Seller,Buy Box: Shipping Country,Buy Box: Strikethrough Price,Buy Box: % Amazon 90 days,Buy Box: % Top Seller 90 days,Buy Box: Winner Count 90 days,Buy Box: Standard Deviation 90 days,Buy Box: Flipability 90 days,Buy Box: Is FBA,Buy Box: Unqualified,Buy Box: Prime Eligible,Buy Box: Subscribe & Save,Amazon: 90 days avg.,Amazon: 90 days drop %,Amazon: Stock,Amazon: 90 days OOS,New: Current,New: 90 days avg.,New: 90 days drop %,New: 90 days OOS,"New, 3rd Party FBA: Current","New, 3rd Party FBA: 90 days avg.","New, 3rd Party FBA: 90 days drop %","New, 3rd Party FBA: Stock",FBA Pick&Pack Fee,Referral Fee %,Referral Fee based on current Buy Box price,"New, 3rd Party FBM: Current","New, 3rd Party FBM: 90 days avg.","New, 3rd Party FBM: 90 days drop %","New, 3rd Party FBM: Stock","New, Prime exclusive: Current","New, Prime exclusive: 90 days avg.","New, Prime exclusive: 90 days drop %",Lightning Deals: Current,Buy Box Used: Current,Buy Box Used: 90 days avg.,Buy Box Used: 90 days drop %,Buy Box Used: Buy Box Used Seller,Buy Box Used: Is FBA,Buy Box Used: Condition,Used: Current,Used: 90 days avg.,Used: 90 days drop %,Used: 90 days OOS,"Used, like new: Current","Used, like new: 90 days avg.","Used, like new: 90 days drop %","Used, very good: Current","Used, very good: 90 days avg.","Used, very good: 90 days drop %","Used, good: Current","Used, good: 90 days avg.","Used, good: 90 days drop %","Used, acceptable: Current","Used, acceptable: 90 days avg.","Used, acceptable: 90 days drop %",Warehouse Deals: Current,Warehouse Deals: 90 days avg.,Warehouse Deals: 90 days drop %,List Price: Current,List Price: 90 days avg.,List Price: 90 days drop %,eBay New: Current,eBay New: 90 days avg.,eBay New: 90 days drop %,eBay Used: Current,eBay Used: 90 days avg.,eBay Used: 90 days drop %,Total Offer Count,New Offer Count: 90 days avg.,Used Offer Count: Current,Used Offer Count: 90 days avg.,Tracking since,Listed since,URL: URL slug,Categories: Root,Categories: Sub,Categories: Tree,Website Display Group: Name,Product Codes: UPC,Product Codes: EAN,Product Codes: GTIN,Product Codes: PartNumber,Parent ASIN,Freq. Bought Together,Type,Manufacturer,Brand,Brand Store Name,Brand Store URL Name,Model,Variation Attributes,Color,Size,Unit Details: Unit Value,Unit Details: Unit Type,Scent,Item Form,Pattern,Style,Material,Item Type,Target Audience,Recommended Uses,Specific Uses,Product Benefit,Edition,Format,Author,Contributors,Binding,Number of Items,Number of Pages,Publication Date,Release Date,Languages,Videos: Video Count,Videos: Has Main Video,Videos: Main Videos,Videos: Additional Videos,A+ Content: Has A+ Content,Package: Dimension (cm³),Package: Weight (g),Package: Quantity,Item: Dimension (cm³),Item: Weight (g),Included Components,Ingredients,Active Ingredients,Special Ingredients,Safety Warning,Batteries Required,Batteries Included,Hazardous Materials,Is HazMat,Is heat sensitive,Adult Product,Is Merch on Demand,Trade-In Eligible,Deals: Deal Type,Deals: Badge,One Time Coupon: Absolute,One Time Coupon: Percentage,One Time Coupon: Subscribe & Save %,Business Discount: Percentage,Pre-filter Flags
B000KB2YUI,co.uk,https://m.media-amazon.com/images/I/61JVhZFc8WL.jpg;https://m.media-amazon.com/images/I/61FtSWRwCZL.jpg;https://m.media-amazon.com/images/I/616HhAZrTWL.jpg;https://m.media-amazon.com/images/I/71fyiGJNVdL.jpg;https://m.media-amazon.com/images/I/71Bz6UhVPJL.jpg;https://m.media-amazon.com/images/I/61Emq1NIn8L.jpg;https://m.media-amazon.com/images/I/613pFOLTzTL.jpg,"Eye Envy Polvere Sciogli Lacrime per Cani e Gatti. 100% Naturale, Sicura. da Applicare Contorno Occhi. Assorbe e Respinge Le Lacrime. Mantiene l'Area Asciutta. Tratta la Causa delle Macchie. (40g)",50,22.95,,22.95,0 %,4,5494,-13 %,80,Pet Supplies,pet_products_display_on_website,# 23 | Top 0.56% | Eye Care for Dogs,6204,-2 %,,4.3,3059,0 %,198,2026/02/04 00:38,,2 %,Eye Envy (92%) / A1UYKPSFHKI9IH,,-,0 %,85 %,2,-,8,yes,no,yes,yes,,,,100 %,22.95,22.95,0 %,0 %,22.95,22.95,0 %,,2.94,14.99 %,3.44,22.95,22.95,0 %,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,,2014/08/26,2012/04/05,Eye-Envy-Stain-Remover-Powder,Pet Supplies,"Eye Care, Customers’ Most Loved: Pets, Pet Health Supplies",Pet Supplies › Dogs › Health Supplies › Eye Care,Pet Products,892461002057,0892461002057,,EE 2OZ POWDER,B0CNH5XRVT,,PET_SUPPLIES,Eye Envy,Eye Envy,Eye Envy,EyeEnvy,EE 2OZ POWDER,Size: Medium 1.4 oz;,,Medium 1.4 oz,1,count,,Powder,,,,,Dogs,,,,,,,,,,,,,,0,no,,,yes,152,70,1,179,64,,,,,,no,no,,no,no,no,no,no,,,-,,,,
B00O4BL1JA,co.uk,https://m.media-amazon.com/images/I/51tPwkmzCEL.jpg,"hill' 's Prescription Diet Canine I/D Low Fat Dog Digestive Health Food,12x360g",100,43.50,,42.12,-3 %,9,7508,26 %,154,Pet Supplies,pet_products_display_on_website,# 283 | Top 1.54% | Dry Dog Food,5552,12 %,,4.5,298,-3 %,-,2026/03/19 18:44,30,1 %,Buy with a smile Ltd (100%) / AAL6WU0XFYOR1,,-,0 %,30 %,19,2.18,63,yes,no,yes,no,,,,100 %,43.45,41.71,-4 %,0 %,43.50,42.51,-2 %,75,4.57,15.01 %,6.53,43.45,42.06,-3 %,34,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,9,9,,,2018/01/27,2014/11/21,Prescription-Canine-Digestive-Health-12x360g,Pet Supplies,"Dry, Top Brands Pets Food, Everyday Essentials: Pets",Pet Supplies › Dogs › Food › Dry,Pet Products,"052742181103, 052742181110","0052742181103, 0052742181110",00052742181110,1NU06595,,,PET_FOOD,Hill's,Hill's,,,052742181103,,,1 g (Pack of 4320),4320,gram,,Pate,,,,,,managing pet digestive health,Stomach,Manages digestive health & weight under vet supervision,,,,,,4320,,,2017-02-28,Italian,0,no,,,no,7074,5000,,539,4320,,,,Probiotic Fibers and Ginger,,no,no,,no,no,no,no,no,,,-,,,,
B07FTMQYGV,co.uk,https://m.media-amazon.com/images/I/61Jx4DPXxcL.jpg;https://m.media-amazon.com/images/I/71pVtArSGeL.jpg;https://m.media-amazon.com/images/I/71C5olIM-6L.jpg;https://m.media-amazon.com/images/I/71M0EJHpOCL.jpg;https://m.media-amazon.com/images/I/71T7gXP1rmL.jpg,"Dog's Lounge - Berri - Advanced Bladder & Kidney Support for Dogs | Supplement with Cranberry, Marshmallow Root, D-Mannose, Liquorice, Astragalus Root, Nettle Seed | UK Made | 120 Tablets",100,20.79,,20.79,0 %,2,8635,21 %,97,Pet Supplies,pet_products_display_on_website,# 37 | Top 3% | Dog Herbal Supplements,6810,-5 %,,4.2,1082,0 %,-,2026/02/11 16:48,320,0 %,Dog's Lounge Ltd (87%) / A39835R99RAJ1U,,20.79,0 %,100 %,1,-,8,yes,no,yes,yes,,,,100 %,20.79,20.79,0 %,0 %,20.79,20.79,0 %,330,2.08,15.01 %,3.12,,,,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,20.79,20.79,0 %,23.60,23.60,0 %,,,,2,2,,,2018/08/07,2018/07/24,Dogs-Infection-Supplement-Marshmallow-Astragalus,Pet Supplies,"Herbal Supplements, node 2, Pet Health Supplies, Pet Food & Nutrition, Pets All",Pet Supplies › Dogs › Health Supplies › Supplements & Vitamins › Herbal Supplements,Pet Products,748079742703,0748079742703,,,,,ANIMAL_NUTRITIONAL_SUPPLEMENT,Dog's Lounge,Dog's Lounge,Dog's Lounge,DOGSLOUNGE,,,,,120,count,,Tablet,,,,,Dogs,,"Bladder and Kidney Support,Leaky Bladder,Urinary Incontinence,Urinary Tract Maintenance,Vitamins and Supplements",,,,,,,1,,,,,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/51ZMSHwAiKL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/2ce25577-fb0b-43e4-9e0b-8d3de257f187/default.jobtemplate.hls.m3u8""}]",,yes,199,100,1,176,,,"Cranberry Powder - 75mg, Marshmallow Root - 50mg, D-mannose - 50mg","Cranberry Powder - 75mg, Marshmallow Root - 50mg, D-mannose - 50mg, Liquorice - 50mg, Astragalus Root - 40mg, Nettle Seed - 10mg",,,no,no,,no,no,no,no,no,,,-,,,,LOW SELLER CHECK
B01N7VZQZW,co.uk,https://m.media-amazon.com/images/I/71t3EFDbEcL.jpg;https://m.media-amazon.com/images/I/71Qxf07jhfL.jpg;https://m.media-amazon.com/images/I/71jKHDfi+cL.jpg;https://m.media-amazon.com/images/I/71vzCcRxrJL.jpg;https://m.media-amazon.com/images/I/71iUcZMK37L.jpg;https://m.media-amazon.com/images/I/71LKGXQ2rnL.jpg;https://m.media-amazon.com/images/I/711f9BdvY5L.jpg;https://m.media-amazon.com/images/I/71JZ-gohbGL.jpg;https://m.media-amazon.com/images/I/81DEJmw3kbL.jpg,"Pet Wellbeing Kidney Support Gold for Cats - Vet-Formulated - Herbal Supplement, Supports Normal Kidney Function, Hydration & Energy, Rehmannia & Dong Quai – 2 oz (59 ml)",50,40.95,,40.95,0 %,2,5510,-5 %,99,Pet Supplies,pet_products_display_on_website,# 5 | Top 5% | Herbal Supplements for Cats,5772,37 %,,4.4,6984,,960,2026/03/06 00:16,68,16 %,PetWellbeing Inc. (100%) / A5KYOZNC616QE,,40.95,0 %,84 %,1,-,8,yes,no,yes,yes,,,,100 %,40.95,40.95,0 %,16 %,,40.95,,68,2.72,14.99 %,6.14,,,,,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,40.95,40.95,0 %,,,,,,,2,2,,,2018/04/03,2017/01/25,Pet-Wellbeing-Kidney-Support-Natural,Pet Supplies,"Herbal Supplements, Pet Health Supplies",Pet Supplies › Cats › Health Supplies › Supplements & Vitamins › Herbal Supplements,Pet Products,661822600566,0661822600566,,PW 0007-B,B0CBRN42Y4,,ANIMAL_NUTRITIONAL_SUPPLEMENT,Pet Wellbeing,Pet Wellbeing,Pet Wellbeing,PetWellbeing,Pet Wellbeing - Kidney Support Gold for,Size: 2 fl oz;,,2 fl oz,59,millilitre,,Liquid,,,,,Cats,,"Kidney Health, Renal Support, Fluid Balance, Normal Weight and Appetite, Healthy Creatinine and Blood Urea Levels, Overall Vitality","Kidney Health, Renal Support, Fluid Balance, Normal Weight and Appetite, Healthy Creatinine and Blood Urea Levels, Overall Vitality",,,,,,1,,,,,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/51-GlqsHyTL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/b2b9320b-c9ca-4c13-8300-4e6ad4f1d943/default.jobtemplate.hls.m3u8""}]",,yes,147,80,1,165,57,Pet Wellbeing Kidney Support Gold for Cats,"Rehmannia root (Rehmannia glutinosa), Cordyceps mycelium (Cordyceps militaris), Astragalus root (Astragalus membranaceus), Dong Quai root (Angelica sinensis). Inactive ingredients: Deionized water, natural bacon flavor, vegetable glycerin.","Rehmannia, Cordyceps, Astragalus, Dong Quai",,,no,no,,no,no,no,no,no,,,-,,,,LOW SELLER CHECK
B083M5HJ8P,co.uk,https://m.media-amazon.com/images/I/618TXb1nzoL.jpg;https://m.media-amazon.com/images/I/618TXb1nzoL.jpg,Hill's Science Plan Optimal Care Chicken Adult 1-6 Cat Food New Edition 1.5kg,400,20.79,,19.68,-6 %,13,5935,3 %,139,Pet Supplies,pet_products_display_on_website,# 151 | Top 1.11% | Dry Cat Food,5765,-96 %,,4.5,320,-5 %,-,2026/03/19 16:20,30,25 %,Pet n Vet Ltd (100%) / A1HQSJ8R3CGJ3S,,-,0 %,12 %,25,0.74,40,yes,no,yes,no,15.79,,,100 %,20.45,19.93,-3 %,0 %,20.45,20.27,-1 %,147,3.21,14.99 %,3.12,20.79,19.76,-5 %,64,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,24.73,23.27,-6 %,,,,13,16,,,2020/03/16,2019/11/10,Hills-Science-Plan-Optimal-Chicken,Pet Supplies,"Dry, Top Brands Pets Food, Everyday Essentials: Pets",Pet Supplies › Cats › Food › Dry,Pet Products,052742030814,0052742030814,,262437,,,PET_FOOD,Hill's Science Plan,Hill's Science Plan,,,262437,,,1.5 kg (Pack of 1),1500,gram,,Granule,,,,,,Cat - Active,Active,"Supports immune system, healthy skin & digestion",,,,,Target,1,,,,Italian,0,no,,,no,6947,1520,1,2070,1500,,,,"Chicken (Chicken), Kidney Supporting Ingredients",,no,no,,no,no,no,no,no,,,-,,,,
B09VXYZVLJ,co.uk,https://m.media-amazon.com/images/I/51-+mzNFQSL.jpg,Hill's Prescription Diet K/D Feline Kidney Care Dry Food 3kg,100,40.95,,39.92,-3 %,13,7629,23 %,146,Pet Supplies,pet_products_display_on_website,# 155 | Top 1.84% | Dry Cat Food,5880,0 %,,4.4,111,-7 %,-,2026/03/19 11:40,5,2 %,Best Wholesale (VAT REG) (100%) / ADOZQFV8C9KAN,GB,-,0 %,43 %,12,0.91,17,yes,no,yes,yes,,,,100 %,39.68,39.58,0 %,0 %,40.95,40.58,-1 %,10,4.00,15 %,6.14,39.68,39.72,0 %,131,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,13,8,,,2022/03/19,2022/03/18,Hills-Prescription-Diet-Feline-Kidney,Pet Supplies,"Dry, Top Brands Pets Food",Pet Supplies › Cats › Food › Dry,CE,052742043760,0052742043760,00052742043760,9980013777_9980013777.1,,,PET_FOOD,Hills,Hill's,,,9980013777_9980013777.1,,Colourful,3 kg (Pack of 1),3000,gram,,Granule,,,,,,Supporting kidney health in cats,Kidney Care,Supports kidney care and care,,,,,,1,,,,,0,no,,,no,9166,3050,1,1137,3000,,See packaging,,"Chicken, Essential Amino Acids, L-carnitine",,no,no,,no,no,no,no,no,,,-,,,,
B01JOZHJEG,co.uk,https://m.media-amazon.com/images/I/41N9bJiaRjL.jpg,Thrive 100% Chicken Cat Treats MaxiTube 200 g,100,23.55,,23.57,0 %,8,5475,-8 %,217,Pet Supplies,pet_products_display_on_website,# 57 | Top 1.9% | Crunchy Cat Treats,5892,38 %,,4.2,209,-2 %,-,2026/03/19 14:26,6,1 %,Multiple Goodies (100%) / A3Q3NT3MKZ802X,,-,0 %,67 %,6,0.03,8,yes,no,yes,yes,,,,100 %,23.55,23.57,0 %,0 %,23.55,23.57,0 %,201,2.95,14.99 %,3.53,25.75,29.29,12 %,29,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,2020/05/13,2016/04/22,Thrive-100-Chicken-Treats-MaxiTube,Pet Supplies,"Crunchy Treats, Top Brands Pets Food, Everyday Essentials: Pets",Pet Supplies › Cats › Treats › Snacks › Crunchy Treats,Pet Products,,"5023538101563, 5057065893431",,B01JOZHJEG,,,PET_FOOD,Thrive,thrive,thrive,ThrivePetFoods,,,,200 g (Pack of 1),200,gram,,Chunk,,,,,Cats,"Cat Treat, Training Reward, Snack",Treat,"High quality, nutritious, versatile cat treats with no added sugar",,,,,Target,1,,,,English,0,no,,,no,1332,250,1,,200,,100% Chicken Breast,,100% Chicken,,no,no,,no,no,no,no,no,,,-,,,,
B07FXKWMRH,co.uk,https://m.media-amazon.com/images/I/71HvfW+HQ7L.jpg,Hills - Science Plan Feline Adult Oral Care with Chicken - 1.5kg,100,22.45,,23.96,6 %,15,7309,18 %,195,Pet Supplies,pet_products_display_on_website,# 158 | Top 1.95% | Dry Cat Food,5993,14 %,,4.4,39,-3 %,-,2026/03/19 20:30,1,2 %,L&T's Stores (97%) / A329FQKFTKR6J8,,23.50,0 %,18 %,20,1.60,40,yes,no,yes,no,,,,100 %,22.45,23.48,4 %,0 %,22.45,23.67,5 %,131,3.21,15.01 %,3.37,22.45,23.77,6 %,79,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,,,,,,,,,,15,9,,,2019/07/01,2011/12/12,Hills-Science-Feline-Adult-Chicken,Pet Supplies,"Dry, Everyday Essentials: Pets",Pet Supplies › Cats › Food › Dry,Pet Products,052742802800,0052742802800,,546415,,B004EA2OBK,PET_FOOD,HILLS,Hill's Science Plan,,,,,,1.5 kg (Pack of 1),1500,gram,,Kibble,,,,,,Dental Care,Dental Care,"Reduces plaque & tartar, freshens breath, supports skin & coat health",,,,,Target,1,,,,,0,no,,,no,8263,1520,1,,1500,,,,"Cellulose, Vegetable Oil, Fish Oil",,no,no,,no,no,no,no,no,,,-,,,,
B09V1T2RK9,co.uk,https://m.media-amazon.com/images/I/512NPO5paGL.jpg;https://m.media-amazon.com/images/I/71gw9ZBzHZL.jpg;https://m.media-amazon.com/images/I/71qDnly-yqL.jpg;https://m.media-amazon.com/images/I/61FX+axY8cL.jpg;https://m.media-amazon.com/images/I/71FXA4jshZL.jpg;https://m.media-amazon.com/images/I/718ySO5zKGL.jpg;https://m.media-amazon.com/images/I/717ApNaRUlL.jpg;https://m.media-amazon.com/images/I/61TTbQzRnPL.jpg;https://m.media-amazon.com/images/I/716J9yHv-1L.jpg,"Buddy & Lola Probiotics For Dogs - Daily Dog Probiotic Chews For Digestive Health - Beneficial Prebiotics, Probiotics & Fibre For Better Gut, Firm Stools, Less itching - Plant Based Chews For Dogs",50,24.49,,28.28,13 %,3,7776,22 %,171,Pet Supplies,pet_products_display_on_website,# 50 | Top 6% | Dog Probiotic Supplements,6096,42 %,,4.3,158,-1 %,61,2026/03/17 15:12,237,2 %,Buddy and Lola (98%) / A3SG7H1HSSINH2,,29.97,0 %,97 %,3,2.13,69,yes,no,yes,yes,,,,100 %,24.49,28.27,13 %,0 %,24.49,28.22,13 %,384,3.00,14.99 %,3.67,28.95,28.85,0 %,496,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,29.97,29.87,0 %,,,,,,,3,2,,,2022/04/30,2022/05/11,Buddy-Lola-Probiotics-Dogs-Beneficial,Pet Supplies,"Probiotics, Everyday Essentials: Pets, Pet Health Supplies",Pet Supplies › Dogs › Health Supplies › Supplements & Vitamins › Probiotics,Pet Products,,5060928060000,,5060928060000,B0CYM576FL,,ANIMAL_NUTRITIONAL_SUPPLEMENT,Buddy & Lola,Buddy & Lola,Buddy & Lola,BuddyLola,5060928060000,Size: 60 Soft Chews (1 Tub);,brown,60 Soft Chews (1 Tub),60,count,Chicken & Bacon,Chew,,,,,Dogs,,"Stomach,Food Allergies,Digestive Health,Coat","Supports consistent, firm poops and reduces odour; Supports normal yeast production for healthy ears & paws; Tasty plant based chews that have a chicken flavour but without the meat content!",,,,,Target,,,,,English: Ingredients,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/71uhP2yBp-L.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/3e804f44-dad8-4854-b83e-b4d4ca1b812f/default.vertical.jobtemplate.hls.m3u8""}]",,yes,646,210,1,686,210,60 Probiotic Chews,"Starch (Tapioca, Potato), Flaxseed, Glycerine, Brewer's Yeast (Gluten), Refined Vegetable Oil (Rapeseed), Sunflower Lecithin, Maltodextrin, Inulin, Caramel, Pea Protein, Minerals.",prebiotics,,,no,no,,no,no,no,no,no,Limited Time Deal,Limited time deal,-,,,,
B0002AR0DI,co.uk,https://m.media-amazon.com/images/I/61a1-XlNIHL.jpg;https://m.media-amazon.com/images/I/61TjVRFd-tL.jpg;https://m.media-amazon.com/images/I/71g1PlLYLNL.jpg;https://m.media-amazon.com/images/I/61Fn4dLPq-L.jpg;https://m.media-amazon.com/images/I/51VIHiOILYL.jpg;https://m.media-amazon.com/images/I/51TdnC0JxZL.jpg,"Dog Mate Lockable Medium Dog Door (215) - Flap for Medium Dogs and Large Cats, for UPVC, wall and wood, Securely Designed for your Pets, White",100,31.23,31.23,33.42,7 %,7,14265,57 %,109,Pet Supplies,pet_products_display_on_website,# 2 | Top 0.01% | Doors for Dogs,6192,-22 %,,4.5,2160,-1 %,865,2026/03/19 14:48,1000,4 %,Amazon,GB,33.99,98 %,98 %,2,1.18,9,yes,no,yes,no,33.44,7 %,1000,3 %,30.44,33.23,8 %,3 %,34.99,34.99,0 %,151,3.15,15 %,4.68,30.44,33.17,8 %,22,,,,,,,,,no,,20.04,24.63,19 %,42 %,,25.97,,20.47,22.46,9 %,20.04,21.99,9 %,,,,20.04,23.81,40 %,68.77,68.77,0 %,,,0 %,,,,11,4,4,2,2011/04/09,2007/06/13,Dog-Mate-215W-Medium-Door,Pet Supplies,"Doors, Premium Pet Link, node 2, Save 20% on Pet Supplies with Promo Code: PETSSAVE20, Pet Housing & Furniture, Pets All","Pet Supplies › Dogs › Doors, Gates & Ramps › Doors",Pet Products,"035368002151, 634252075716, 802201959435","0035368002151, 0634252075716, 0802201959435, 5053676459028, 5147841560562, 5147841599937, 7922470387203",00035368002151,04100215,B09L4YJ8ML,B00TOBMIRO,PET_DOOR,Pet Mate,Dog Mate,Dog Mate,CatMate,215W,Size: M;,White,M,1,count,,,,,Plastic,,,,,,,,,,,1,,,2012-06-15,Spanish,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/71Ub0VXwwPL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/d3b9346c-ad0f-4f2f-b06c-7aa2c33d7f45/default.vertical.jobtemplate.hls.m3u8""}]",,yes,6150,1048,1,3873,645,,,,,,no,no,,no,no,no,no,no,,,-,,,,AMAZON CHECK
B09XWF4HN9,co.uk,https://m.media-amazon.com/images/I/617j5OxBqsL.jpg,"Andis 72600 UltraEdge Detachable Dog Clipper Blade - Constructed of Carbonized Steel, Specialized Hardening Process for Long Cutting Life - 1/8-Inch-Long Hair Cutting - Size-7FC, Chrome",100,28.19,28.19,29.16,3 %,6,8240,24 %,89,Pet Supplies,pet_products_display_on_website,# 5 | Top 0.14% | Dog Grooming Clipper Replacement Blades,6283,3 %,,4.5,1176,17 %,129,2026/03/19 11:00,1000,0 %,Amazon,,29.05,88 %,88 %,4,1.09,33,yes,no,yes,yes,29.32,4 %,1000,0 %,27.75,26.18,-6 %,0 %,27.75,27.75,0 %,4,1.83,14.99 %,4.23,27.95,28.25,1 %,511,,,,,,26.61,,,no,,,26.54,,88 %,,26.65,,,,,,,,,,,,26.64,,33.00,33.00,0 %,,,,,,,6,4,,1,2022/06/23,2022/06/22,Andis-UltraEdge-Detachable-Clipper-Carbon-Edged,Pet Supplies,Replacement Blades,Pet Supplies › Dogs › Grooming › Electric Clippers & Blades › Replacement Blades,Health and Beauty,,,00040102726002,72600,B0GDTW3PF7,,HAIR_TRIMMER,CHUSQ,Andis,,,72600,Color: Chromium; Style: Top;,Chromium,1 Count (Pack of 1),1,count,,,,Top,carbonized steel,,,For pet hair trimming and maintenance,Pet Grooming,,,,,,,1,,,,Dutch,0,no,,,no,122,18,1,135,,Blade,,,,Caution when handling the sharp blade and correct attachment to the clipper.,no,no,,no,no,no,no,no,,,-,,,,AMAZON CHECK
B09WRSDNRV,co.uk,https://m.media-amazon.com/images/I/812BTf23B7L.jpg;https://m.media-amazon.com/images/I/71D6EC6kaEL.jpg;https://m.media-amazon.com/images/I/71tBc+GVu1L.jpg;https://m.media-amazon.com/images/I/51+TdXXLXQL.jpg;https://m.media-amazon.com/images/I/61q3FG7WalL.jpg;https://m.media-amazon.com/images/I/61QGNhLXGGL.jpg,"Good Boy Superlicious Chicken, Broccoli & Sweet Potato Bones - Natural Dog Treats - Low Fat Training Treats - Bulk Box - 10 x 100g",100,20.00,20.78,20.82,4 %,6,8192,23 %,138,Pet Supplies,pet_products_display_on_website,# 411 | Top 1.84% | Dog Biscuits & Snacks,6344,-5 %,,4.6,94,20 %,25,2026/03/19 16:44,3,4 %,Hill's Distribution (VAT) (100%) / AUVB0YAG9I7J7,,20.52,73 %,73 %,6,1.07,20,yes,no,yes,yes,21.77,5 %,1000,0 %,19.54,20.25,4 %,0 %,20.00,20.11,1 %,15,3.33,15 %,3.00,19.54,20.54,5 %,17,,,,,,,,,no,,,,,100 %,,,,,,,,,,,,,,,,25.19,25.19,0 %,,,,,,,6,4,,,2022/03/31,2021/06/25,Good-Boy-Superlicious-Chicken-Broccoli,Pet Supplies,"Cookies, Biscuits & Snacks, Top Brands Pets Food, Everyday Essentials: Pets","Pet Supplies › Dogs › Treats › Cookies, Biscuits & Snacks",Pet Products,,5060442446540,05000239551040,05104,B0CL3W4967,,PET_FOOD,Armitage Pet Care,Good Boy,Good Boy,GoodBoy,5000239551040,"FlavorName: Chicken, Broccoli, Sweet Potato; Size: 100 g (Pack of 10);",May vary,100 g (Pack of 10),1000,gram,,Granule,,Dog Treats,,,Dogs,Dog Training,Training,"Low fat, healthy rewards for dogs",,,,,,10,,,,English: Ingredients,1,yes,"[{""creator"":""Creator: Main"",""image"":""https://m.media-amazon.com/images/I/4144x95PhHL.jpg"",""url"":""https://m.media-amazon.com/images/S/vse-vms-transcoding-artifact-eu-west-1-prod/76935077-596d-4ca7-a9a3-7c8e7d206206/default.jobtemplate.hls.m3u8""}]",,yes,7505,1250,1,7056,1000,,"Chicken Breast (61%), Pea Protein, Vegetable Glycerin, Sorbitol, Sweet Potato (4%), Broccoli (4%), Corn Starch, Salt",,"Broccoli, sweet potato, apple, cranberry",,no,no,,no,no,no,no,no,,,-,,,,AMAZON CHECK
